tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,features
tt1293847,xXx: Return of Xander Cage,2017,107,"Action,Adventure,Thriller",5.2,101888,"Action,Adventure,Thriller 2017"
tt1294213,Solitary Man,2009,90,"Comedy,Drama,Romance",6.3,17784,"Comedy,Drama,Romance 2009"
tt1294226,The Last Song,2010,107,"Drama,Music,Romance",6.0,96150,"Drama,Music,Romance 2010"
tt1294688,Last Night,2010,93,"Drama,Romance",6.5,52699,"Drama,Romance 2010"
tt1294970,The Angriest Man in Brooklyn,2014,83,"Comedy,Drama",5.7,25452,"Comedy,Drama 2014"
tt1295072,The Trotsky,2009,113,"Comedy,Drama",6.7,6543,"Comedy,Drama 2009"
tt12964320,Role Play,2024,100,"Action,Comedy,Romance",5.5,20731,"Action,Comedy,Romance 2024"
tt1296869,The Keeper,2009,94,"Action,Crime,Thriller",5.0,5240,"Action,Crime,Thriller 2009"
tt1296898,Waiting for Forever,2010,95,"Comedy,Drama,Romance",5.9,20384,"Comedy,Drama,Romance 2010"
tt1296899,Wake Wood,2009,90,"Drama,Horror,Thriller",5.5,9207,"Drama,Horror,Thriller 2009"
tt12971924,The Call,2020,97,"Horror,Mystery,Thriller",4.3,5795,"Horror,Mystery,Thriller 2020"
tt1297389,A Son of the Sun,2008,89,"Comedy,Fantasy",7.0,6698,"Comedy,Fantasy 2008"
tt1297919,Blitz,2011,97,"Action,Adventure,Crime",6.2,96483,"Action,Adventure,Crime 2011"
tt1298554,Eva,2011,94,"Drama,Fantasy,Romance",6.6,10713,"Drama,Fantasy,Romance 2011"
tt1298644,The Hustle,2019,93,"Comedy,Crime",5.5,72608,"Comedy,Crime 2019"
tt1298649,The Watch,2012,102,"Comedy,Sci-Fi",5.7,137994,"Comedy,Sci-Fi 2012"
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,136,"Action,Adventure,Fantasy",6.6,608306,"Action,Adventure,Fantasy 2011"
tt12987894,American Murder: The Family Next Door,2020,83,"Crime,Documentary",7.2,37746,"Crime,Documentary 2020"
tt12996154,365 Days: This Day,2022,111,"Drama,Romance",2.7,28435,"Drama,Romance 2022"
tt13007592,The Noel Diary,2022,99,"Comedy,Drama,Romance",6.2,22314,"Comedy,Drama,Romance 2022"
tt1300851,The Boondock Saints II: All Saints Day,2009,118,"Action,Crime,Thriller",6.2,68913,"Action,Crime,Thriller 2009"
tt1300854,Iron Man 3,2013,130,"Action,Adventure,Sci-Fi",7.1,967936,"Action,Adventure,Sci-Fi 2013"
tt1302006,The Irishman,2019,209,"Biography,Crime,Drama",7.8,473775,"Biography,Crime,Drama 2019"
tt1302011,Kung Fu Panda 2,2011,90,"Action,Adventure,Animation",7.3,358319,"Action,Adventure,Animation 2011"
tt1302067,Yogi Bear,2010,80,"Adventure,Animation,Comedy",4.6,24757,"Adventure,Animation,Comedy 2010"
tt13022984,Khuda Haafiz: Chapter 2 - Agni Pariksha,2022,144,"Action,Crime,Drama",7.4,15423,"Action,Crime,Drama 2022"
tt13024674,Army of Thieves,2021,127,"Action,Comedy,Crime",6.4,98119,"Action,Comedy,Crime 2021"
tt13028258,A Thursday,2022,128,"Drama,Thriller",7.6,27274,"Drama,Thriller 2022"
tt13029044,Mother/Android,2021,110,"Drama,Sci-Fi,Thriller",5.0,22911,"Drama,Sci-Fi,Thriller 2021"
tt1303828,Defendor,2009,101,"Comedy,Crime,Drama",6.7,38220,"Comedy,Crime,Drama 2009"
tt13045890,Paper Lives,2021,96,Drama,6.6,15070,Drama 2021
tt13051810,Viking Wolf,2022,97,"Horror,Thriller",5.2,8983,"Horror,Thriller 2022"
tt13055780,A California Christmas,2020,106,"Comedy,Drama,Romance",5.9,12477,"Comedy,Drama,Romance 2020"
tt1305583,Our Family Wedding,2010,103,"Comedy,Romance",5.1,7712,"Comedy,Romance 2010"
tt1305591,Mars Needs Moms,2011,88,"Adventure,Animation,Family",5.4,25427,"Adventure,Animation,Family 2011"
tt13056008,No One Gets Out Alive,2021,87,"Drama,Horror,Mystery",5.4,24894,"Drama,Horror,Mystery 2021"
tt13056052,Broker,2022,129,"Comedy,Crime,Drama",7.1,20725,"Comedy,Crime,Drama 2022"
tt1305797,Enthiran,2010,174,"Action,Sci-Fi,Thriller",7.2,33642,"Action,Sci-Fi,Thriller 2010"
tt1305806,The Secret in Their Eyes,2009,129,"Drama,Mystery,Romance",8.2,242786,"Drama,Mystery,Romance 2009"
tt13058290,Blackpink: Light Up the Sky,2020,79,"Documentary,Music",7.3,7868,"Documentary,Music 2020"
tt13061914,Locked Down,2021,118,"Comedy,Crime,Romance",5.3,14167,"Comedy,Crime,Romance 2021"
tt13066182,The Good Boss,2021,116,"Comedy,Drama",7.1,16681,"Comedy,Drama 2021"
tt1306980,50/50,2011,100,"Comedy,Drama,Romance",7.6,354571,"Comedy,Drama,Romance 2011"
tt13069986,After We Fell,2021,98,"Drama,Romance",4.8,24981,"Drama,Romance 2021"
tt13070038,After Ever Happy,2022,95,"Drama,Romance",4.8,15481,"Drama,Romance 2022"
tt13070602,A Castle for Christmas,2021,98,"Adventure,Comedy,Drama",5.6,17296,"Adventure,Comedy,Drama 2021"
tt1307068,Seeking a Friend for the End of the World,2012,101,"Adventure,Comedy,Drama",6.7,123336,"Adventure,Comedy,Drama 2012"
tt1307873,The Big Bang,2010,101,"Action,Crime,Mystery",5.4,7641,"Action,Crime,Mystery 2010"
tt13079150,Spoiled Brats,2021,95,Comedy,6.1,9156,Comedy 2021
tt1308138,Mulan: Rise of a Warrior,2009,114,"Adventure,Biography,Drama",6.6,7186,"Adventure,Biography,Drama 2009"
tt13086266,Concrete Utopia,2023,130,"Action,Adventure,Drama",6.6,9246,"Action,Adventure,Drama 2023"
tt1308728,The Happytime Murders,2018,91,"Action,Comedy,Crime",5.5,32231,"Action,Comedy,Crime 2018"
tt1308729,Bullet to the Head,2012,92,"Action,Crime,Thriller",5.7,54390,"Action,Crime,Thriller 2012"
tt13087796,I'm Your Man,2021,108,"Comedy,Drama,Romance",7.1,15334,"Comedy,Drama,Romance 2021"
tt1309000,Dream.net,2009,90,"Comedy,Romance,Sport",1.3,10111,"Comedy,Romance,Sport 2009"
tt13095604,The Phenomenon,2020,100,Documentary,7.4,5085,Documentary 2020
tt13097336,The Lady of Heaven,2021,141,"Action,Drama,History",5.7,15100,"Action,Drama,History 2021"
tt13097434,Colour Photo,2020,140,Drama,8.1,8176,Drama 2020
tt13097932,One Life,2023,109,"Biography,Drama,History",7.5,40539,"Biography,Drama,History 2023"
tt13103340,Father Christmas Is Back,2021,105,Comedy,4.6,8254,Comedy 2021
tt13103732,The Offering,2022,93,Horror,5.3,8919,Horror 2022
tt13109952,The Trip,2021,113,"Action,Comedy,Horror",6.9,31167,"Action,Comedy,Horror 2021"
tt1311060,A.C.O.D.,2013,88,Comedy,5.7,14242,Comedy 2013
tt1311067,Halloween II,2009,105,Horror,4.8,64185,Horror 2009
tt1311071,Kill Your Darlings,2013,104,"Biography,Drama,Romance",6.4,43419,"Biography,Drama,Romance 2013"
tt1312221,Frankenstein,2025,149,"Drama,Fantasy,Horror",7.4,318695,"Drama,Fantasy,Horror 2025"
tt13130024,Simulant,2023,95,"Action,Crime,Drama",5.3,7303,"Action,Crime,Drama 2023"
tt13130308,Godfather,2022,157,"Action,Crime,Drama",5.1,8170,"Action,Crime,Drama 2022"
tt13130760,Hit: The First Case,2022,132,"Crime,Drama,Mystery",6.8,18554,"Crime,Drama,Mystery 2022"
tt1313092,Animal Kingdom,2010,113,"Crime,Drama,Thriller",7.2,63494,"Crime,Drama,Thriller 2010"
tt13130948,Shehzada,2023,142,"Action,Comedy,Drama",4.5,32199,"Action,Comedy,Drama 2023"
tt1313104,The Cove,2009,92,"Biography,Crime,Documentary",8.4,52639,"Biography,Crime,Documentary 2009"
tt1313113,The Firm,2009,90,"Comedy,Drama,Mystery",5.8,6941,"Comedy,Drama,Mystery 2009"
tt13131186,Enemy,2021,159,"Action,Drama,Thriller",6.1,5348,"Action,Drama,Thriller 2021"
tt13131232,Mission Majnu,2023,129,"Action,Drama,History",6.9,45599,"Action,Drama,History 2023"
tt13131350,Vikram Vedha,2022,160,"Action,Crime,Drama",7.1,27417,"Action,Crime,Drama 2022"
tt1313139,The Oranges,2011,90,"Comedy,Drama,Romance",5.8,14202,"Comedy,Drama,Romance 2011"
tt13133936,The Desperate Hour,2021,84,"Action,Drama,Thriller",5.0,8971,"Action,Drama,Thriller 2021"
tt13139228,My Policeman,2022,113,"Drama,Romance",6.6,25819,"Drama,Romance 2022"
tt13141250,The Ritual Killer,2023,92,"Crime,Mystery,Thriller",4.3,9245,"Crime,Mystery,Thriller 2023"
tt1314177,Damage,2009,102,"Action,Drama",5.7,8000,"Action,Drama 2009"
tt1314228,Did You Hear About the Morgans?,2009,103,"Comedy,Drama,Romance",4.9,44998,"Comedy,Drama,Romance 2009"
tt1314280,Welcome,2009,110,Drama,7.5,7824,Drama 2009
tt13143964,Borat Subsequent Moviefilm,2020,95,Comedy,6.6,165249,Comedy 2020
tt13143988,Nail Polish,2021,128,Drama,7.2,6026,Drama 2021
tt13145534,Incredible But True,2022,74,"Comedy,Drama,Fantasy",6.4,5771,"Comedy,Drama,Fantasy 2022"
tt1314652,The Housemaid,2010,107,"Drama,Thriller",6.3,14897,"Drama,Thriller 2010"
tt1314655,Devil,2010,80,"Horror,Mystery,Thriller",6.3,166238,"Horror,Mystery,Thriller 2010"
tt13150630,Secrets of the Saqqara Tomb,2020,113,"Documentary,History",7.2,7597,"Documentary,History 2020"
tt1315350,Cherry,2010,99,"Comedy,Drama",6.6,5531,"Comedy,Drama 2010"
tt1315981,A Single Man,2009,99,"Drama,Romance,Thriller",7.5,122289,"Drama,Romance,Thriller 2009"
tt1316037,Birdemic: Shock and Terror,2010,105,"Horror,Thriller",1.7,27087,"Horror,Thriller 2010"
tt1316078,The Sky Has Fallen,2009,80,"Action,Drama,Horror",5.3,5323,"Action,Drama,Horror 2009"
tt1316536,The Loved Ones,2009,84,"Crime,Horror",6.6,47558,"Crime,Horror 2009"
tt1316540,The Turin Horse,2011,155,Drama,7.7,21461,Drama 2011
tt1316616,There Be Dragons,2011,122,"Biography,Drama,War",5.7,5304,"Biography,Drama,War 2011"
tt1316622,Wrecked,2010,91,"Adventure,Drama,Mystery",5.3,17417,"Adventure,Drama,Mystery 2010"
tt13172796,Plan B,2021,107,Comedy,6.7,5459,Comedy 2021
tt1318044,American Virgin,2009,88,Comedy,4.3,8477,Comedy 2009
tt1318514,Rise of the Planet of the Apes,2011,105,"Action,Animation,Drama",7.6,606304,"Action,Animation,Drama 2011"
tt1318517,The Man Who Killed Don Quixote,2018,132,"Adventure,Comedy,Drama",6.3,23888,"Adventure,Comedy,Drama 2018"
tt13186306,War of the Worlds,2025,91,"Action,Adventure,Sci-Fi",2.5,33776,"Action,Adventure,Sci-Fi 2025"
tt13186482,Mufasa: The Lion King,2024,118,"Adventure,Animation,Drama",6.6,82931,"Adventure,Animation,Drama 2024"
tt13186604,Uglies,2024,100,"Action,Adventure,Animation",4.7,37324,"Action,Adventure,Animation 2024"
tt1319569,Home,2008,98,Drama,6.9,5232,Drama 2008
tt1319694,Glorious 39,2009,129,"Drama,History,Mystery",6.4,5987,"Drama,History,Mystery 2009"
tt1319704,Chatroom,2010,97,"Drama,Horror,Thriller",5.4,9993,"Drama,Horror,Thriller 2010"
tt1319718,Little Big Soldier,2010,96,"Action,Adventure,Comedy",6.8,16674,"Action,Adventure,Comedy 2010"
tt1320082,The Concert,2009,119,"Comedy,Drama,Music",7.5,19170,"Comedy,Drama,Music 2009"
tt1320239,Burke and Hare,2010,91,"Comedy,Crime,History",6.1,22134,"Comedy,Crime,History 2010"
tt1320244,The Last Exorcism,2010,87,"Horror,Mystery,Thriller",5.7,54426,"Horror,Mystery,Thriller 2010"
tt1320253,The Expendables,2010,103,"Action,Adventure,Thriller",6.4,380712,"Action,Adventure,Thriller 2010"
tt1320261,Gulliver's Travels,2010,85,"Adventure,Comedy,Family",4.9,78046,"Adventure,Comedy,Family 2010"
tt1320291,The Reef,2010,94,"Adventure,Horror,Thriller",5.8,22517,"Adventure,Horror,Thriller 2010"
tt1320352,Nothing Personal,2009,85,Drama,6.9,5662,Drama 2009
tt13204490,Petite Maman,2021,73,"Drama,Fantasy",7.3,20919,"Drama,Fantasy 2021"
tt13206926,Joji,2021,113,"Crime,Drama",7.7,12890,"Crime,Drama 2021"
tt13207508,Swan Song,2021,116,"Drama,Romance,Sci-Fi",6.8,19869,"Drama,Romance,Sci-Fi 2021"
tt1321509,Death at a Funeral,2010,92,"Comedy,Drama",5.7,57156,"Comedy,Drama 2010"
tt1321510,In the Heights,2021,143,"Drama,Musical,Romance",7.2,55904,"Drama,Musical,Romance 2021"
tt1321511,Oldboy,2013,104,"Action,Drama,Mystery",5.8,85133,"Action,Drama,Mystery 2013"
tt1321860,The Beaver,2011,91,Drama,6.6,52265,Drama 2011
tt1321870,Gangster Squad,2013,113,"Action,Crime,Drama",6.7,229168,"Action,Crime,Drama 2013"
tt1322269,August: Osage County,2013,121,"Comedy,Drama",7.2,99771,"Comedy,Drama 2013"
tt1322312,Going the Distance,2010,102,"Comedy,Romance",6.3,61399,"Comedy,Romance 2010"
tt1322333,Largo Winch II,2011,114,"Action,Adventure,Thriller",6.1,8790,"Action,Adventure,Thriller 2011"
tt13223398,Beast,2022,93,"Action,Adventure,Drama",5.6,48674,"Action,Adventure,Drama 2022"
tt1322385,Submarino,2010,105,Drama,7.5,12488,Drama 2010
tt1322930,Alone,2008,113,"Drama,Romance",6.8,25858,"Drama,Romance 2008"
tt13229894,God's Crooked Lines,2022,154,"Drama,Mystery,Thriller",7.1,29508,"Drama,Mystery,Thriller 2022"
tt1323045,Frozen,2010,93,"Adventure,Thriller",6.1,87557,"Adventure,Thriller 2010"
tt13231544,About Dry Grasses,2023,197,Drama,7.7,19641,Drama 2023
tt13234058,My Son,2021,95,"Crime,Drama,Mystery",6.0,18489,"Crime,Drama,Mystery 2021"
tt13235822,Umma,2022,83,"Drama,Horror,Mystery",4.7,11688,"Drama,Horror,Mystery 2022"
tt1323594,Despicable Me,2010,95,"Adventure,Animation,Comedy",7.6,633971,"Adventure,Animation,Comedy 2010"
tt1323605,Suck,2009,91,"Comedy,Horror,Music",6.0,5512,"Comedy,Horror,Music 2009"
tt13236566,Operation Christmas Drop,2020,95,"Comedy,Family,Romance",5.9,14031,"Comedy,Family,Romance 2020"
tt13238346,Past Lives,2023,105,"Drama,Romance",7.8,173975,"Drama,Romance 2023"
tt1323973,The Trials of Cate McCall,2013,89,"Crime,Drama,Mystery",6.3,7572,"Crime,Drama,Mystery 2013"
tt1324059,Wake Up Sid,2009,138,"Comedy,Drama,Romance",7.6,37350,"Comedy,Drama,Romance 2009"
tt13243898,The Mole: Undercover in North Korea,2020,123,"Documentary,Thriller",8.2,6275,"Documentary,Thriller 2020"
tt13249596,Father of the Bride,2022,117,"Comedy,Drama,Romance",5.9,14978,"Comedy,Drama,Romance 2022"
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011,117,"Adventure,Drama,Fantasy",5.0,273817,"Adventure,Drama,Fantasy 2011"
tt1325004,The Twilight Saga: Eclipse,2010,124,"Action,Adventure,Drama",5.1,282347,"Action,Adventure,Drama 2010"
tt1325014,The People vs. George Lucas,2010,93,"Comedy,Documentary",6.6,5021,"Comedy,Documentary 2010"
tt13259610,The Outwaters,2022,110,"Horror,Sci-Fi,Thriller",3.8,5448,"Horror,Sci-Fi,Thriller 2022"
tt13265876,Apex,2021,93,"Action,Drama,Sci-Fi",3.0,7203,"Action,Drama,Sci-Fi 2021"
tt13266998,Bull,2021,88,"Crime,Fantasy,Thriller",6.5,10919,"Crime,Fantasy,Thriller 2021"
tt13269536,Girl in the Basement,2021,88,"Crime,Thriller",6.3,19034,"Crime,Thriller 2021"
tt13269580,Full Time,2021,88,Drama,7.4,7388,Drama 2021
tt1326972,Red Cliff II,2009,142,"Action,Adventure,Drama",7.5,26532,"Action,Adventure,Drama 2009"
tt1327035,Dev.D,2009,144,"Comedy,Drama,Romance",7.9,34338,"Comedy,Drama,Romance 2009"
tt13270424,Brian and Charles,2022,90,"Comedy,Drama,Sci-Fi",6.7,10360,"Comedy,Drama,Sci-Fi 2022"
tt1327194,The Lucky One,2012,101,"Drama,Mystery,Romance",6.4,118552,"Drama,Mystery,Romance 2012"
tt13273800,Sun and Concrete,2023,119,"Adventure,Crime,Drama",7.3,6668,"Adventure,Crime,Drama 2023"
tt13274016,Reptile,2023,134,"Crime,Drama,Mystery",6.8,110192,"Crime,Drama,Mystery 2023"
tt1327628,Whores' Glory,2011,119,Documentary,7.2,5496,Documentary 2011
tt13276352,Toscana,2022,90,"Drama,Romance",5.7,11780,"Drama,Romance 2022"
tt1327773,The Butler,2013,132,"Biography,Drama",7.2,123935,"Biography,Drama 2013"
tt13280054,Blood,2022,108,"Drama,Horror,Thriller",5.5,6117,"Drama,Horror,Thriller 2022"
tt1328634,New York,2009,153,"Crime,Drama,Thriller",6.8,13078,"Crime,Drama,Thriller 2009"
tt13287846,Napoleon,2023,158,"Action,Adventure,Biography",6.3,187226,"Action,Adventure,Biography 2023"
tt1329454,Vengeance,2009,108,"Action,Crime,Thriller",6.6,7298,"Action,Crime,Thriller 2009"
tt1329457,Gainsbourg: A Heroic Life,2010,135,"Biography,Drama,Music",6.9,10641,"Biography,Drama,Music 2010"
tt13299890,The Great Indian Kitchen,2021,100,Comedy,8.1,11212,Comedy 2021
tt1330018,The Book of Love,2016,106,Drama,6.0,5073,Drama 2016
tt13304286,Eflatun,2022,103,"Drama,Romance",6.5,8165,"Drama,Romance 2022"
tt1330591,Autumn,2008,99,Drama,7.6,7669,Drama 2008
tt13309170,Influencer,2022,92,"Horror,Mystery,Thriller",6.2,22130,"Horror,Mystery,Thriller 2022"
tt13309978,Superhost,2021,84,"Comedy,Horror,Thriller",5.5,5492,"Comedy,Horror,Thriller 2021"
tt1331025,The September Issue,2009,90,Documentary,7.0,8236,Documentary 2009
tt1331064,Paper Heart,2009,88,"Comedy,Drama,Romance",6.0,8781,"Comedy,Drama,Romance 2009"
tt1331307,Dread,2009,98,"Drama,Horror,Thriller",5.6,13653,"Drama,Horror,Thriller 2009"
tt13314558,Day Shift,2022,113,"Action,Comedy,Fantasy",6.1,99422,"Action,Comedy,Fantasy 2022"
tt13317694,Have You Ever Seen Fireflies?,2021,113,"Comedy,Drama",6.2,6038,"Comedy,Drama 2021"
tt13318052,Midnight at the Magnolia,2020,87,"Comedy,Romance",5.8,6433,"Comedy,Romance 2020"
tt13320622,The Lost City,2022,112,"Action,Adventure,Comedy",6.1,177183,"Action,Adventure,Comedy 2022"
tt13320662,Slumberland,2022,117,"Adventure,Comedy,Drama",6.7,36105,"Adventure,Comedy,Drama 2022"
tt13321244,Origin,2023,141,"Drama,History",7.2,8271,"Drama,History 2023"
tt1332134,King of Devil's Island,2010,116,Drama,7.4,20748,Drama 2010
tt13322120,American Sicario,2021,101,"Action,Crime,Drama",4.2,11022,"Action,Crime,Drama 2021"
tt13323118,The Wasteland,2021,92,"Drama,Horror,Mystery",4.6,5212,"Drama,Horror,Mystery 2021"
tt13327038,Do Revenge,2022,118,"Comedy,Drama,Romance",6.3,57243,"Comedy,Drama,Romance 2022"
tt1333125,Movie 43,2013,94,Comedy,4.4,120598,Comedy 2013
tt13334578,Ganapath,2023,133,"Action,Drama,Sci-Fi",2.6,10777,"Action,Drama,Sci-Fi 2023"
tt1333667,When You're Strange,2009,97,"Documentary,Music",7.6,10701,"Documentary,Music 2009"
tt1334102,The Resident,2011,91,"Crime,Drama,Horror",5.3,30643,"Crime,Drama,Horror 2011"
tt1334260,Never Let Me Go,2010,103,"Drama,Romance",7.1,160367,"Drama,Romance 2010"
tt1334470,Raavan,2010,130,"Action,Adventure,Drama",5.4,5053,"Action,Adventure,Drama 2010"
tt1334512,Arthur,2011,110,"Comedy,Romance",5.7,53905,"Comedy,Romance 2011"
tt1334537,Humpday,2009,94,"Comedy,Drama,Romance",6.0,6595,"Comedy,Drama,Romance 2009"
tt1334553,The Perfect Host,2010,93,"Comedy,Crime,Thriller",6.7,30876,"Comedy,Crime,Thriller 2010"
tt13345606,Evil Dead Rise,2023,96,Horror,6.5,168960,Horror 2023
tt13349716,Shyam Singha Roy,2021,155,"Drama,Fantasy,Romance",7.6,17003,"Drama,Fantasy,Romance 2021"
tt13352968,"Good Luck to You, Leo Grande",2022,97,"Comedy,Drama",7.2,44535,"Comedy,Drama 2022"
tt13354204,Just Another Christmas,2020,100,"Comedy,Drama,Fantasy",6.7,6369,"Comedy,Drama,Fantasy 2020"
tt13357520,Heads of State,2025,116,"Action,Adventure,Comedy",6.4,69380,"Action,Adventure,Comedy 2025"
tt1335975,47 Ronin,2013,128,"Action,Drama,Fantasy",6.2,179831,"Action,Drama,Fantasy 2013"
tt1336006,The Revenant,2009,117,"Comedy,Fantasy,Horror",6.3,11761,"Comedy,Fantasy,Horror 2009"
tt13364468,Love Hostel,2022,100,"Crime,Romance,Thriller",5.6,11608,"Crime,Romance,Thriller 2022"
tt13365876,Pinball: The Man Who Saved the Game,2022,95,"Biography,Comedy,Drama",7.0,5351,"Biography,Comedy,Drama 2022"
tt1336608,Rock of Ages,2012,123,"Comedy,Drama,Musical",5.9,84643,"Comedy,Drama,Musical 2012"
tt1336617,Cyrus,2010,91,"Comedy,Drama,Romance",6.3,37535,"Comedy,Drama,Romance 2010"
tt1337032,Trailer Park Boys: Countdown to Liquor Day,2009,102,"Comedy,Crime",7.3,8293,"Comedy,Crime 2009"
tt1337051,"Police, Adjective",2009,113,"Crime,Drama",7.0,5530,"Crime,Drama 2009"
tt1337057,Rampage,2009,85,"Action,Crime,Thriller",6.2,21185,"Action,Crime,Thriller 2009"
tt13372794,The Manor,2021,81,"Horror,Mystery",5.3,8676,"Horror,Mystery 2021"
tt1337366,Nokas,2010,87,"Action,Biography,Crime",6.4,5068,"Action,Biography,Crime 2010"
tt13375076,The Pope's Exorcist,2023,103,"Horror,Thriller",6.1,102514,"Horror,Thriller 2023"
tt13381376,Welcome Home,2020,126,"Crime,Drama,Horror",7.3,6051,"Crime,Drama,Horror 2020"
tt13391696,Cold Case,2021,139,"Horror,Mystery,Thriller",6.1,5115,"Horror,Mystery,Thriller 2021"
tt13391708,The Five Devils,2022,103,"Drama,Fantasy,Romance",6.7,6154,"Drama,Fantasy,Romance 2022"
tt13391710,Jana Gana Mana,2022,162,"Drama,Thriller",8.3,21981,"Drama,Thriller 2022"
tt13392012,Demonic,2021,104,"Drama,Horror,Sci-Fi",4.3,6786,"Drama,Horror,Sci-Fi 2021"
tt13397574,Mothers' Instinct,2024,94,"Drama,Thriller",6.3,24728,"Drama,Thriller 2024"
tt1340094,The Crow,2024,111,"Action,Crime,Fantasy",4.7,41803,"Action,Crime,Fantasy 2024"
tt1340107,In a Better World,2010,118,"Drama,Romance",7.6,43121,"Drama,Romance 2010"
tt1340108,Killer Bean Forever,2008,85,"Action,Adventure,Animation",6.6,5321,"Action,Adventure,Animation 2008"
tt1340138,Terminator Genisys,2015,126,"Action,Adventure,Sci-Fi",6.3,307897,"Action,Adventure,Sci-Fi 2015"
tt13403046,Fresh,2022,114,"Comedy,Horror,Romance",6.7,93235,"Comedy,Horror,Romance 2022"
tt13405778,Insidious: The Red Door,2023,107,"Horror,Mystery,Thriller",5.5,64029,"Horror,Mystery,Thriller 2023"
tt13405810,Quiz Lady,2023,99,Comedy,6.7,25328,Comedy 2023
tt13406136,The Princess,2022,94,"Action,Drama,Fantasy",5.7,17186,"Action,Drama,Fantasy 2022"
tt1340773,Elektra Luxx,2010,100,"Comedy,Drama",5.0,8010,"Comedy,Drama 2010"
tt1340800,Tinker Tailor Soldier Spy,2011,127,"Drama,Mystery,Thriller",7.0,226838,"Drama,Mystery,Thriller 2011"
tt1341167,Four Lions,2010,97,"Comedy,Crime,Drama",7.3,91290,"Comedy,Crime,Drama 2010"
tt1341188,How Do You Know,2010,121,"Comedy,Drama,Romance",5.4,57617,"Comedy,Drama,Romance 2010"
tt1341338,"Good Luck, Have Fun, Don't Die",2025,134,"Action,Adventure,Comedy",7.0,50591,"Action,Adventure,Comedy 2025"
tt1341710,The Shrine,2010,85,Horror,5.5,14822,Horror 2010
tt13421132,Sunny,2021,93,"Drama,Thriller",6.6,6443,"Drama,Thriller 2021"
tt13421498,The Lost King,2022,108,"Biography,Drama",6.7,10670,"Biography,Drama 2022"
tt13423846,321 Action,2020,100,Drama,1.0,10326,Drama 2020
tt13428402,Stand by Me Doraemon 2,2020,96,"Animation,Comedy,Drama",7.5,6131,"Animation,Comedy,Drama 2020"
tt13429362,In the Earth,2021,107,"Drama,Horror,Mystery",5.1,12890,"Drama,Horror,Mystery 2021"
tt13429870,Robot Dreams,2023,103,"Animation,Comedy,Drama",7.6,25039,"Animation,Comedy,Drama 2023"
tt13430858,What's Love Got to Do with It?,2022,108,"Comedy,Drama,Romance",6.3,12517,"Comedy,Drama,Romance 2022"
tt1343092,The Great Gatsby,2013,143,"Drama,Romance",7.2,643986,"Drama,Romance 2013"
tt1343097,The Girl Who Kicked the Hornet's Nest,2009,147,"Crime,Drama,Mystery",7.3,77672,"Crime,Drama,Mystery 2009"
tt13433802,A Quiet Place: Day One,2024,99,"Drama,Horror,Sci-Fi",6.3,177852,"Drama,Horror,Sci-Fi 2024"
tt1343703,Fortress of War,2010,138,"Action,Drama,War",7.4,11217,"Action,Drama,War 2010"
tt1343704,Time You Change,2010,94,"Biography,Drama,Music",3.1,5868,"Biography,Drama,Music 2010"
tt1343727,Dredd,2012,95,"Action,Crime,Sci-Fi",7.1,312625,"Action,Crime,Sci-Fi 2012"
tt1343755,Rabbit Without Ears 2,2009,124,"Comedy,Romance",5.6,8945,"Comedy,Romance 2009"
tt1344355,The Governor,2009,93,"Action,Crime,Drama",7.3,5228,"Action,Crime,Drama 2009"
tt13446168,The Medium,2021,130,"Drama,Horror,Mystery",6.5,18424,"Drama,Horror,Mystery 2021"
tt13449624,Jug Jugg Jeeyo,2022,148,"Comedy,Drama,Family",6.1,43457,"Comedy,Drama,Family 2022"
tt13451410,Dhadak 2,2025,142,"Drama,Mystery,Romance",6.8,20460,"Drama,Mystery,Romance 2025"
tt13452446,Damsel,2024,110,"Action,Adventure,Animation",6.1,119891,"Action,Adventure,Animation 2024"
tt13453006,Red Rocket,2021,130,"Comedy,Drama,Romance",7.1,43256,"Comedy,Drama,Romance 2021"
tt13456318,Persuasion,2022,108,"Comedy,Drama,Romance",5.8,40531,"Comedy,Drama,Romance 2022"
tt1345772,The Clinic,2010,94,"Crime,Horror,Mystery",5.3,6916,"Crime,Horror,Mystery 2010"
tt1345777,Ishqiya,2010,118,"Comedy,Drama,Romance",7.3,11429,"Comedy,Drama,Romance 2010"
tt13457790,The Critic,2023,101,"Crime,Drama,Mystery",6.0,6524,"Crime,Drama,Mystery 2023"
tt1345836,The Dark Knight Rises,2012,164,"Crime,Thriller",8.4,1998831,"Crime,Thriller 2012"
tt13468602,The Lair,2022,97,"Action,Horror,Sci-Fi",4.6,6922,"Action,Horror,Sci-Fi 2022"
tt13468976,Aaraattu,2022,167,"Action,Comedy",3.7,10600,"Action,Comedy 2022"
tt1347521,I Saw the Sun,2009,114,Drama,6.6,11775,Drama 2009
tt13482806,Zero Fucks Given,2021,115,"Comedy,Drama",6.4,6310,"Comedy,Drama 2021"
tt13482828,One Fine Morning,2022,112,"Drama,Romance",6.9,9117,"Drama,Romance 2022"
tt13491110,Antim: The Final Truth,2021,138,"Action,Crime,Drama",6.1,43400,"Action,Crime,Drama 2021"
